Taxa,4226,4722,33-16,38-11,A188,A214N,A239,A272,A441-5,A554,A556,A6,A619,A632,A634,A635,A641,A654,A659,A661,A679,A680,A682,Ab28A,B10,B103,B104,B105,B109,B115,B14A,B164,B2,B37,B46,B52,B57,B64,B68,B73,B73Htrhm,B75,B76,B77,B79,B84,B97,C103,C123,C49A,CH701-30,CH9,CI.7,CI187-2,CI21E,CI28A,CI31A,CI3A,CI64,CI66,CI90C,CI91B,CM105,CM174,CM37,CM7,CML10,CML103,CML108,CML11,CML14,CML154Q,CML157Q,CML158Q,CML218,CML220,CML228,CML238,CML247,CML254,CML258,CML261,CML264,CML277,CML281,CML287,CML311,CML314,CML321,CML322,CML323,CML328,CML331,CML332,CML333,CML341,CML38,CML45,CML5,CML52,CML61,CML69,CML77,CML91,CML92,CMV3,CO106,CO125,CO255,D940Y,DE_2,DE_3,DE1,DE811,E2558W,EP1,F2834T,F44,F6,F7,GA209,GT112,H105W,H49,H84,H91,H95,H99,Hi27,HP301,Hy,I137TN,I205,I29,IA2132,Ia5125,IDS28,IDS69,IDS91,Il101,Il14H,Il677a,K148,K4,K55,K64,Ki11,Ki14,Ki2021,Ki21,Ki3,Ki43,Ki44,Ky21,KY226,KY228,L317,L578,M14,M162W,M37W,MEF156-55-2,Mo17,Mo18W,MO1W,Mo24W,Mo44,Mo45,Mo46,Mo47,MoG,Mp339,MS1334,MS153,MS71,Mt42,N192,N28Ht,N6,N7A,NC222,NC230,NC232,NC236,NC238,NC250,NC258,NC260,NC262,NC264,NC290A,NC294,NC296,NC296A,NC298,NC300,NC302,NC304,NC306,NC310,NC314,NC318,NC320,NC324,NC326,NC328,NC33,NC336,NC338,NC340,NC342,NC344,NC346,NC348,NC350,NC352,NC354,NC356,NC358,NC360,NC362,NC364,NC366,NC368,ND246,Oh40B,Oh43,Oh43E,Oh603,OH7B,Os420,P39,Pa762,Pa875,Pa880,Pa91,R109B,R168,R177,R229,R4,SA24,SC213R,SC357,SC55,SD40,SD44,Sg1533,Sg18,T232,T234,T8,Tx303,Tx601,Tzi10,Tzi11,Tzi16,Tzi18,Tzi25,Tzi8,Tzi9,U267Y,VA102,Va14,Va17,Va22,Va26,Va35,Va59,Va85,Va99,VaW6,W117Ht,W153R,W182B,W22,W22R-r-std_CS-2909-1,W64A,WD,Wf9,Yu796_NS
4226,1.97124,-0.009212926,0.03496807,0.042816974,0.051382437,-0.057849508,0.05912225,-0.00997945,0.06922486,0.08961803,0.041089896,-0.054911267,-0.026998393,-0.05238906,-0.04968833,-0.039704196,0.016627409,0.09832148,0.0638434,0.054416116,-0.07342781,-0.0878819,0.026487878,0.017925411,0.00957763,0.017097935,-0.019133035,0.028310932,-0.056533407,0.050545447,-0.07202642,0.061154116,0.09142071,-0.004787394,0.06283631,0.077221,0.06370746,-0.05584941,-0.065523535,-0.085869834,-0.08743146,-0.015475101,0.019261207,0.024675235,-0.007161302,-0.010689876,0.07363966,-0.0077990806,0.032473907,0.05549022,0.07086481,0.051128373,0.04692436,0.017943569,0.004078985,0.034889217,0.087362885,0.040321566,0.0258988,-0.017394194,0.00318892,0.055841703,-0.030472122,-0.025947524,0.058689322,0.080487445,-0.0751313,-0.04586034,-0.051566113,-0.07893311,-0.06522932,-0.05822115,-0.07365187,-0.06536535,-0.043604642,-0.033650883,-0.068383805,-0.049823374,-0.070394866,-0.075637676,-0.07923362,-0.045064364,-0.076710865,-0.07696625,-0.05778043,-0.06433361,-0.062504016,-0.05978469,-0.07190836,-0.06876312,-0.03728563,-0.04691089,-0.054135192,-0.056288067,-0.034766518,-0.094319955,-0.07589002,-0.077563345,-0.049970753,-0.039839216,-0.075782955,-0.06609495,-0.05653262,-0.05138501,-0.022586348,0.038085073,0.06188691,0.07359306,0.023515245,0.015498536,0.03871108,0.030508501,0.04330112,-0.026802631,0.02410071,-0.013819393,6.4285175E-4,0.025945608,0.05110395,0.008723242,0.024254074,0.006629354,-0.023989705,-0.0038439147,-0.012077861,-0.06764687,-0.037622977,-2.0016516E-4,-0.068362795,0.009046278,0.05755792,-0.013846342,0.038239244,0.03108031,0.04689556,0.05879461,0.053100206,0.0035544175,0.00533213,0.060897246,0.042689037,0.021276865,0.05038886,0.030230787,0.009652904,0.038158834,-0.04671047,-0.058465034,-0.04969424,-0.016963948,-0.050940067,-0.06975116,-0.047246143,0.06054121,0.0041620187,0.06361333,0.038167506,0.0035869677,0.03932767,-0.0038293675,0.008939499,0.063291505,0.02200555,-0.036521077,-0.0077570155,0.07840223,0.034915835,0.0074986257,0.013928951,0.008669799,0.03554463,0.010840774,0.043678217,0.047625452,0.08592103,0.08969875,-0.05364822,0.016884396,0.0712063,0.03288061,0.015707515,0.012841021,0.015676461,0.047886997,-5.2280386E-4,-0.020967564,-0.027557986,0.037188273,-0.031113219,-0.026752984,-0.017988572,-0.062345263,-0.1092751,-0.10401549,-0.10510764,-0.078176804,-0.087294415,-0.08410735,-0.035976294,-0.071177,-0.059476048,-0.02750854,-0.026853463,-0.0358652,-0.09379179,-0.058786318,0.055709668,-0.11344533,-0.08929524,-0.082930215,-0.03631857,-0.03327381,-0.10748275,-0.099854685,-0.06740533,-0.109686926,-0.06565171,-0.051394057,-0.060874753,-0.021780409,-0.034640986,-0.034765746,-0.022499382,-0.03489814,0.07177087,-0.042577486,-0.040192086,-0.036590047,-0.014813145,0.06484843,0.11374903,0.044398945,-0.038669948,0.010761184,0.02130441,-0.006331527,0.035456527,0.049216777,0.033207715,-0.07940885,0.048537165,0.012266812,0.011103007,0.005872205,0.0024861987,0.01907762,0.026030986,0.02562669,0.03268407,0.026008354,0.034489956,0.01653249,0.017109098,-0.048743688,-0.036110032,-0.050246034,-0.0064426935,-0.059143808,-0.0066634933,-0.047872934,-0.05169645,0.010601573,-0.07097519,-0.020818558,-0.027401002,-0.006277102,-0.026985873,0.007272028,-0.013396504,-1.307634E-4,1.5301468E-4,-0.018380953,0.05788156,0.047390807,0.052235786,0.03746455,0.04215504,0.028785782,0.060588747,-0.0027759508,0.03631365
4722,-0.009212926,2.1126173,0.014946054,0.019208724,0.013116204,-0.09432774,-0.011561249,-0.04310372,-0.005347905,-0.018927721,-0.018673344,-0.098511435,0.004014743,-0.0851901,-0.06599277,-0.07673787,-0.03238733,-0.027407674,-0.03718639,7.241505E-4,-0.08942917,-0.119490705,0.009658062,0.0024997653,-0.08588596,-0.012692734,-0.06528886,-0.011622086,-0.10807348,0.03322063,-0.109999605,-0.007832218,-0.05186575,-0.038911805,-0.037597448,-0.010726719,-0.0051980456,-0.09429767,-0.09066731,-0.1281766,-0.13219307,-0.03297163,-0.05160409,-0.008550041,-0.0422454,-0.079130635,-0.044078663,0.013546466,0.008532253,0.041610193,-0.018891215,-0.04128448,-0.004403725,-0.026080756,-5.9811363E-4,-0.04487591,0.0030317178,0.023905966,-0.007265841,0.009204407,-0.03671378,-0.041662455,-0.09843808,-0.09112534,0.106249504,0.06638507,-0.07530305,-0.041607324,-0.06960817,-0.07605408,-0.072149225,-0.0710001,-0.061711263,-0.037201043,-0.05563607,-0.07081604,-0.06890902,-0.081785955,-0.06163636,-0.0669298,-0.06525249,-0.08329025,-0.073468134,-0.06792504,-0.06781171,-0.06571755,-0.029712955,-0.070977665,-0.05351265,-0.042002887,-0.023122637,-0.06297299,-0.067116156,-0.06792534,-0.07336616,-0.05986202,-0.07131381,-0.06634013,-0.06606314,-0.060962297,-0.0681156,-0.05873051,-0.050269336,-0.07547824,-0.050336365,0.0037182453,0.031207263,0.004263299,0.05671038,-0.030940253,-0.03631629,-0.024052182,-0.0312312,-0.09440504,0.015029241,0.079947256,-0.002347254,2.259331E-4,0.027132072,0.10293431,0.01940521,-0.01178644,-0.07088311,-0.034715474,0.022198308,-0.10157927,-0.030915203,-0.006119835,-0.0648271,0.9525504,-0.0294099,-0.012310744,-0.0075124972,0.24306025,0.11052796,0.07269496,0.41750926,1.1173283,1.0936387,0.17413045,0.17464097,0.11275054,0.007031236,-0.006429169,0.019765101,0.0142576005,-0.07981464,-0.07275925,-0.06688773,-0.04586559,-0.067375906,-0.08205534,-0.06605601,0.0031317417,-0.036599286,0.01627561,0.053462043,0.019851228,-0.026476514,-0.017002312,-0.052490592,0.114740804,-0.013765446,-0.04841096,-0.040628757,-0.010505259,-0.016391993,-0.015291291,-0.026680905,-0.019999586,0.029958272,-0.005534463,0.019342648,0.036957737,-0.018371802,0.03407738,-0.14752589,-0.04926328,0.04071857,-0.039196942,0.052014098,0.05068307,-0.04630918,0.019581307,-0.00963472,-0.058930725,-0.013031308,-0.031212213,-0.024920627,0.0016134786,-0.02621148,-0.076891996,-0.10860815,-0.109126806,-0.105420545,-0.11189729,-0.11060961,-0.08788543,-0.11251883,-0.1384863,-0.072679214,0.018425222,-0.012528846,-0.07813171,-0.12869391,-0.14623892,0.041011274,-0.11823345,-0.096215084,-0.106972896,-0.020256313,-0.020333128,-0.1071794,-0.09352053,-0.10563115,-0.118768394,-0.1015844,-0.07705308,-0.041094992,-0.04637866,-0.039298013,-0.0390793,-0.047663264,-0.108480886,0.042121664,0.026186688,-0.02873646,-0.025548482,-0.05403905,-0.026867274,-0.00840397,0.19460537,-0.007363837,-0.024434023,-0.0412369,-0.011847143,-0.013810774,0.027780375,0.025560595,-0.12705985,-0.009640002,1.3595895,0.014951988,0.0178128,0.0057189353,-0.039180465,0.010059795,0.5751635,0.60465777,-0.0026307316,-0.02946556,-0.0106315985,-0.025622219,-0.02953973,-0.048909143,-0.062327925,-0.055427164,-0.07521602,-0.08165026,-0.07946174,-0.0724761,-0.029371912,-0.08876455,-0.019485082,-0.052565027,-0.051372256,-0.011580262,-0.018487932,-0.0029813277,0.013830221,-0.006817306,-0.019774979,0.02694944,0.0010329285,0.025142286,-0.01204521,-0.014880719,-0.05693956,0.06826628,-0.043870736,-0.021065526
33-16,0.03496807,0.014946054,1.9875345,0.0037679155,0.038881432,-0.05946061,-0.0028482361,-0.02256128,0.019801045,0.017141566,0.016072506,-0.06327053,0.013596549,-0.013986181,-0.0298932,-0.049891863,0.027593259,0.02790579,0.013520624,0.02867134,-0.09691968,-0.11673804,0.004501092,-0.012233899,-0.045361847,0.010536861,-0.03798824,-0.026709309,-0.10330022,0.050318256,-0.0773449,-0.004998524,0.039168257,-0.02913804,-0.047290135,0.026251646,0.05671207,-0.07746248,-0.0611138,-0.12884839,-0.13019797,-0.002024138,-0.022171902,0.024821881,-0.0130960485,-0.048849978,-3.521924E-4,0.006591367,0.027862465,0.066021726,0.032613795,-0.0013361493,1.045805,0.007594243,0.0061551416,0.010447621,0.058032032,0.04580203,0.015499044,0.04664744,-0.0018568631,0.012014409,-0.05535813,-0.0423782,0.070099734,0.05603568,-0.05728605,-0.024762187,-0.024386557,-0.054461025,-0.04270679,-0.045275252,-0.039673705,-0.05459149,-0.06174254,-0.04824304,-0.054246012,-0.04157494,-0.0721574,-0.049215976,-0.064227045,-0.04532184,-0.053036794,-0.043483194,-0.057957098,-0.04361939,-0.027525745,-0.053910244,-0.04422376,-0.037734713,-0.053554762,-0.051724326,-0.06931322,-0.079062715,-0.0406811,-0.04932046,-0.068914525,-0.048949353,-0.037994683,-0.054956578,-0.052219898,-0.06249328,-0.032100867,-0.030014135,-0.06216062,0.065719135,0.033222705,0.016471637,0.028561333,0.013170216,-0.009318622,-0.0063786875,-0.0012635892,-0.0483146,0.04086515,0.0062079155,-4.8338863E-4,0.03144623,0.0518163,0.008890026,0.05406016,3.4109218E-4,0.41936094,-0.009172558,-0.007718637,-0.06769212,-0.013181036,0.04303141,-0.0418096,0.01764828,0.015316704,0.004504061,6.0449645E-4,0.0142051065,0.043061957,0.043384194,0.0660763,0.006772023,0.010378253,0.036152735,0.0022256696,0.01510978,0.085559,0.072078496,0.072775334,0.04205326,-0.054918166,-0.04020556,-0.035960462,-0.012523916,-0.074977554,-0.03226755,-0.04056359,0.11027847,-0.0040759444,0.06392162,0.048557572,0.008158286,0.017845972,0.02532007,0.001024768,0.038728654,-0.0077495966,-0.03137393,-0.023824055,0.045737542,-0.016982893,0.008594993,0.023339035,0.026111048,0.04054018,0.03274709,0.039329533,0.034548547,-0.011315492,0.029324504,-0.09882919,-0.03658015,0.049775098,-0.055203434,0.065919556,0.07102351,-0.0021684477,0.022364484,-0.003255186,-0.042762432,-0.011217886,-0.010346451,-0.01111618,-0.007947985,-0.009992664,-0.07960437,-0.0937632,-0.094130345,-0.062724635,-0.048593055,-0.05542764,-0.04803801,-0.10355337,-0.1414815,-0.0692798,0.0010044537,-0.0051896605,-0.07321713,-0.12916364,-0.13310128,0.028015243,-0.08305321,-0.061651,-0.05606386,0.0021549622,-0.007326728,-0.089586794,-0.06581588,-0.06971348,-0.08030505,-0.06585861,-0.038044136,-0.0439285,-0.029755779,-0.023947978,-0.02341609,-0.028585643,-0.09789897,0.06568458,0.0058161714,-0.0014357731,0.004530207,-0.028213277,-0.013547757,-0.0010850164,0.030352259,0.0018644228,0.005917478,-0.009945907,-0.010700483,0.044846456,0.011874919,0.03513232,-0.12471093,-0.018585213,0.0068674223,0.011492109,0.013534607,0.03998996,-0.026032604,0.009125416,0.021530487,0.02695135,-0.002665979,0.06124519,0.05232902,0.028953752,-0.01888711,-0.04004456,-0.025521291,-0.036844473,-0.057087887,-0.052379783,-0.03591706,-0.042579293,0.014546527,-0.09729565,0.0290904,0.025094148,0.016427295,-6.9530756E-4,0.031057328,0.016641911,0.032827083,-0.026773684,-0.0063038687,0.031450003,0.032071248,0.012095675,-0.011969347,-0.011228743,-0.019142872,0.05397715,-0.006346884,0.036773458
38-11,0.042816974,0.019208724,0.0037679155,2.0104232,0.0032209938,-0.01617404,0.11672851,-0.031512074,-0.03721494,0.056993432,0.077997245,-0.114972994,-0.003405479,0.007894226,-0.0067803445,-0.016848685,0.030502122,0.05571619,0.02447069,0.021538937,-0.036490064,-0.0346395,-0.010460392,0.69903654,0.047949657,0.03661969,0.036675073,0.07257251,-0.006877197,0.032629278,-0.014036174,0.15797627,0.101305306,0.021290556,0.040495563,0.31901652,0.03243653,-0.020699847,-0.010079084,-0.044174004,-0.042179782,0.075407185,0.005032297,0.0065570693,0.059011314,0.026177114,0.047722727,-0.034261473,-0.03383073,-0.02029002,0.030330334,0.039990637,0.023189524,0.033343796,0.052118804,0.06926102,0.0011675898,0.042538717,-0.031425092,-0.055544548,-0.009908523,0.071706556,-0.02937628,-0.022093868,0.03173194,0.008273108,-0.11930234,-0.07738384,-0.0677044,-0.118810795,-0.094136484,-0.10698857,-0.11168097,-0.08770621,-0.10024151,-0.114391245,-0.10935272,-0.11202656,-0.09411954,-0.11530337,-0.12551615,-0.108045384,-0.1141441,-0.11957158,-0.0899606,-0.1275672,-0.100028016,-0.10291546,-0.12015054,-0.09713477,-0.0770927,-0.08335398,-0.12033866,-0.11962253,-0.09658588,-0.10820523,-0.0973015,-0.114936,-0.11921488,-0.11213413,-0.11249888,-0.12215609,-0.08577307,-0.08027187,-0.08807262,-0.010611788,0.010816113,0.048969213,0.022812879,-0.0111457,0.028058263,0.0449491,0.041336067,-0.0179485,-0.017120631,-0.007783737,-0.060186483,-0.024327222,-0.021817442,0.024123373,-0.03227175,-0.02421726,-0.004084076,0.026042486,-0.00776956,-0.021374911,-0.03659791,0.047233324,-0.095188774,0.01689017,0.116810806,-0.037399378,0.05286174,-0.0051103467,0.02974708,0.05886007,0.021344373,0.018146424,0.010660642,0.05262856,0.05524048,0.058406428,0.048403464,0.03131652,-0.02166853,-0.017488213,-0.10627711,-0.105616316,-0.111958124,-0.072671615,-0.0897168,-0.0982843,-0.09004349,0.0062579545,-0.005399741,0.006016661,-0.015933875,-0.03686665,0.08086182,-0.04403045,-0.07060878,0.071064636,-0.012275696,-0.044011906,0.022149608,-0.036715228,0.36791205,0.17202456,0.26340207,0.1479707,-0.006727394,-0.04055337,0.019508945,0.033760156,0.10476583,0.011544554,-0.055976965,0.054024138,0.039339334,0.022823788,-0.007330261,0.0075422656,0.0077613047,0.038810004,-0.017590323,-0.013972225,-0.038544226,0.26099262,0.01706789,-0.06618628,0.015271968,-0.016719956,-0.15951747,-0.15384357,-0.1374088,-0.13430871,-0.15104318,-0.13002604,-0.004594785,-0.04290677,7.264348E-4,-0.045505453,-0.07568169,0.005163731,-0.036417767,-0.05410425,-0.0101504475,-0.1607984,-0.13993147,-0.12793966,0.024479957,-0.045068163,-0.15767458,-0.13283266,-0.1467416,-0.16149497,-0.148574,-0.114496425,-0.10480348,-0.04653554,-0.02234222,-0.021961857,-0.05778075,-0.03336786,-0.0032416226,-0.012559785,-0.026064783,0.025946017,0.03517619,0.41814014,0.12546217,0.082205415,-0.0260578,0.026807947,0.055464033,0.677588,0.051099073,0.073446065,0.048799932,-0.06828164,0.18331242,0.0043415325,-0.011995393,-0.03758173,-0.026057217,0.023173688,0.05396775,0.0079227025,0.004595278,0.003637263,0.0037948082,-0.015839508,-0.0347093,-0.10621919,-0.096131146,-0.07986016,-0.031581774,-0.11448784,-0.07629151,-0.09981237,-0.07238046,-0.03852969,-0.03833078,0.029443623,0.02771005,0.030074582,-0.0020392984,-0.022402778,-0.049465876,0.017421074,0.49917597,0.020789167,0.014064,0.014867226,0.058897704,0.060047142,0.057231836,0.06154119,0.045460694,0.074003816,0.0055680173
A188,0.051382437,0.013116204,0.038881432,0.0032209938,2.0195458,-0.07148332,0.043235615,0.0109758545,0.054883778,0.029565593,0.05270085,-0.050210044,0.009039179,-0.07323563,-0.06530202,-0.07477439,-0.014169695,0.058442723,0.017994363,0.07128013,-0.08354606,-0.10738481,0.021814443,-0.0014867433,-0.029745588,0.019889904,-0.059870485,-0.015406594,-0.09010824,0.041760538,-0.102409154,0.016295012,-0.0019077187,-0.047676627,-0.0014792553,0.015380488,0.046477314,-0.09614244,-0.08803691,-0.11377761,-0.110985294,0.03809951,-0.045852315,0.041286744,-0.0013286792,-0.08857229,0.072309986,0.034047153,0.0419837,0.05828217,0.058392636,0.01573476,0.018713363,0.0066937823,-0.012171242,-0.009545573,0.020744259,0.08068282,0.030084878,0.042665854,-0.011000546,0.014498094,-0.057763834,-0.046794116,0.117678575,0.08477435,-0.06603578,-0.004155571,-0.009295694,-0.0597862,-0.046617668,-0.05515634,-0.052514687,-0.03939948,-0.035064626,-0.0048968927,-0.053651325,-0.047395106,-0.06323878,-0.055379555,-0.04675202,-0.037857875,-0.050482493,-0.055798955,-0.02884464,-0.040559888,-0.030123424,-0.034030974,-0.04378064,-0.06040494,-0.006551631,-0.008054885,-0.037998546,-0.040343218,-0.041965406,-0.05884801,-0.028255446,-0.03757604,-0.043309737,-0.040906183,-0.039098892,-0.045462795,-0.048416954,-0.010114667,-0.0651927,0.08505291,0.069891445,0.09616471,0.05606764,-0.007641312,-0.0095221,-0.0066124443,-0.00566941,-0.06977256,0.009638485,0.06888929,-0.012940447,0.04788068,0.037904523,0.07230892,0.031420227,0.0090476405,-0.040755235,-0.024175387,-0.021438494,-0.09465551,-0.010636806,0.024432274,-0.052145325,0.034860685,-0.0027672364,0.02891914,-0.0015991594,0.054359026,0.09312587,0.07585062,0.066388115,0.024297575,0.033439647,0.12177567,0.07312995,0.06590114,0.0537061,0.038619168,0.06478321,0.035172455,-0.032028474,-0.044146765,-0.042194705,-0.037800513,-0.046966124,-0.017863521,-0.05439461,0.036694247,-0.030989012,0.03449321,0.038514834,0.0148140825,0.015258502,0.02925837,-0.0057045016,0.096429765,0.0090385135,-0.038507372,-0.03699841,0.046261445,0.011695256,0.010704813,-0.0033012372,-0.0033578593,0.067460574,0.0031165434,0.09465671,0.050084017,0.006311075,0.06977138,-0.103992596,-0.013811663,0.04718762,-0.035495978,0.038410533,0.049828198,0.019771554,0.030495182,-0.006782262,-0.049734216,0.0347245,0.024716126,0.01095518,0.010314997,0.029484486,-0.07613065,-0.09993684,-0.09897053,-0.08343505,-0.028360268,-0.08321958,-0.0579697,-0.08785622,-0.10266084,-0.07043279,0.021772701,8.6002547E-4,-0.06816744,-0.117537685,-0.09277546,0.029327152,-0.086711496,-0.07767414,-0.037225053,0.00882094,0.02832173,-0.09746763,-0.09000128,-0.0759174,-0.08425628,-0.09205446,-0.054855216,-0.048354585,-0.012765599,-0.012089613,-0.011749659,0.009467095,-0.10302194,0.05217685,0.00773412,-0.009245941,-6.2316883E-4,-0.0084249005,-0.010437772,0.024501935,0.10540869,-0.005228561,0.005855454,-0.02917134,-0.025784178,0.031439684,0.055069648,7.134694E-4,-0.115054876,-0.024566969,0.020604733,1.2600767E-4,0.0150688,0.0045508207,-0.005466377,-0.02604097,0.052148208,0.042496882,0.020698454,0.021320794,0.0109802075,-0.008435033,-0.030869493,-0.014700153,-0.015410663,-0.009055321,-0.035248898,-0.036773615,-0.03841361,-0.0449547,0.0038572506,-0.081679344,-0.005358718,-0.0114360675,0.043004256,-0.008899505,0.0062757395,0.00791234,0.039614268,-0.027169025,-0.014437376,0.07280608,0.023553986,-7.8575197E-4,0.0020709853,0.0061755553,0.017657233,0.070745036,-0.027027017,0.0530161
A214N,-0.057849508,-0.09432774,-0.05946061,-0.01617404,-0.07148332,1.9469742,-0.016284516,-0.05105946,-0.060217306,-0.095334545,-0.033660237,-0.08604101,-0.08957556,0.8443269,0.9170468,0.81872535,0.60094035,-0.08646939,0.020288266,-0.04315429,0.07322729,0.16914724,-0.046645917,-0.08356453,0.25896972,0.06387477,0.28567836,0.1281836,0.23213562,-0.056823924,1.101081,0.0011023709,0.016377557,0.040009346,0.14713144,-0.03835122,-0.053177968,0.9899436,1.3385048,0.19096932,0.18245742,-0.0057827956,0.021599352,-0.06485399,0.16080882,0.14882483,-0.047933035,-0.1171383,-0.10812087,-0.04926279,0.008923987,-0.06601979,-0.06286951,-0.058129877,-0.027353715,1.834202E-4,-0.062273066,-0.01684102,-0.06608512,-0.08557786,-0.04178053,-0.05116404,0.5701552,0.6224624,-0.07740996,-0.031276394,-0.102341615,-0.05369494,-0.08621134,-0.102597654,-0.089459494,-0.08754265,-0.093467474,-0.095676824,-0.083886616,-0.07158942,-0.100180365,-0.09388359,-0.08275519,-0.07958317,-0.10742379,-0.07408277,-0.086515434,-0.08699306,-0.078252584,-0.07330975,-0.058711104,-0.09193477,-0.095249556,-0.06586938,-0.05358566,-0.06998923,-0.05186773,-0.07415375,-0.042045526,-0.090416014,-0.09377626,-0.097591005,-0.08722225,-0.07565633,-0.08355701,-0.074222356,-0.016301999,-0.020306813,0.035181265,-0.06551624,-0.06393872,-0.07063844,-0.06742819,-0.003923066,-0.057424936,-0.034008317,-0.061956897,0.67112803,-0.07958137,-0.06540559,-0.07896618,-0.081009604,-0.09285469,-0.07167388,-0.07956946,-0.10498274,0.625946,-0.09118101,0.0066861087,1.0168158,-0.07447049,-0.058150653,0.19108054,-0.101141535,0.011648999,-0.07402937,0.24638489,-0.07080376,-0.062989235,-0.0630306,-0.09921267,-0.10640099,-0.109805696,-0.08548583,-0.06944845,-0.060342547,-0.062869966,-0.047327537,-0.0781083,-0.05469399,-0.06996063,-0.104778044,-0.10809939,-0.102704845,-0.09490934,-0.094294325,-0.09281172,-0.046797954,-0.06760788,-0.064646885,-0.07458617,-0.067657724,0.02499753,-0.07227577,-0.06899259,-0.10329555,-0.08206047,-0.08162193,-0.09159883,-0.054323226,-0.047764286,0.02538387,0.009225958,0.041768465,-0.047135506,-0.057140972,-0.05287192,-0.055905297,-0.048127774,-0.041238505,0.31857386,0.16090214,-0.04711367,0.25906876,-0.0683666,-0.094225235,-0.05338616,-0.08733365,-0.061524108,-0.031570077,-0.10955105,-0.054462444,-0.10803521,-0.09486593,-0.13204548,0.08662313,-0.13504075,-0.13772112,-0.114962764,-0.10302328,-0.107503995,-0.107933395,0.04067198,0.16620383,0.035133634,-0.09749041,-0.0845918,0.036186665,0.19906905,0.13457015,-0.089663275,-0.12236076,-0.11567711,-0.104958184,-0.10710853,-0.11140795,-0.133814,-0.11585171,-0.11806227,-0.12455237,-0.11720786,-0.107556626,-0.09051945,-0.13516049,-0.12947385,-0.1292046,-0.07539877,0.09932113,-0.07552151,-0.103558525,-0.071917914,-0.09764178,-0.076572046,0.07324764,-0.016278986,-0.071930856,-0.07824482,-0.08927415,-0.078094535,-0.08717308,-0.038384438,-0.043636095,-0.047391348,0.14766784,-0.016767552,-0.11446814,-0.094427705,-0.06958515,-0.0861541,0.09518029,-0.06341751,-0.10791684,-0.09771775,0.025992734,-0.06394923,-0.09549387,-0.076036625,-0.07405462,-0.08289787,-0.069627225,-0.029864617,-0.07403977,-0.0020119755,-0.08048769,-0.08408891,-0.07802862,0.072022974,-0.087466866,-0.10891947,-0.10892876,-0.06141891,-0.09474323,-0.0846715,-0.028048065,0.051071484,-0.05870349,-0.04828564,-0.052361716,-0.058002606,-0.02998185,-0.028564414,-0.077947155,-0.06506518,-0.098962545,-0.027344445
